sample_type,province,location,season,lon,lat,antibiotic,median_concentration,concentration_unit,sample_year,reference_number
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Erythromycin-H2O,2.55,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Norfloxacin,19.21,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Ofloxacin,9.29,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Oxytetracycline,4.86,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Roxithromycin,1.6,ng/g,2014,90
sediment,Shandong,Shandong the Yellow river Delta,9,119,38.1,Tetracycline,9.79,ng/g,2014,90
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Azithromycin,0.1,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Chlortetracycline,7.86,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Ciprofloxacin,10.08,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Clarithromycin,0.13,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Enoxacin,0.13,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Enrofloxacin,6.43,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Norfloxacin,16.26,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Ofloxacin,171.34,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Oxytetracycline,4.62,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Roxithromycin,0.76,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfachloropyridazine,0.07,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfadiazine,0.72,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfadoxine,0.26,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfamethoxazole,0.74,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Sulfaquinoxaline,0.02,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Tetracycline,0.3,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shandong,Tributaries of Xiaoqing river,NA,NA,NA,Trimethoprim,0.4,ng/g dw,NA,CAND_XIAOQING_2022
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Amoxicillin,0.23,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Chlortetracycline,1.66,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Ciprofloxacin,14.14,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Doxycycline,3.56,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Enrofloxacin,126.28,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Norfloxacin,1.42,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Olaquindox,0.63,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Oxytetracycline,1.28,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Sulfadiazine,2.69,ng/g,2018,60
sediment,Shanghai,Shanghai,12,121.473701,31.230416,Sulfadimethoxine,1.23,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Chlortetracycline,0.56,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Ciprofloxacin,41.4,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Doxycycline,1.44,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Enrofloxacin,576.88,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Norfloxacin,12.6,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Oxytetracycline,5.71,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadiazine,1.21,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadimethoxine,0.6,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfadimidine,0.04,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Sulfamethoxazole,0.01,ng/g,2018,60
sediment,Shanghai,Shanghai,9,121.473701,31.230416,Trimethoprim,2.94,ng/g,2018,60
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Amoxicillin,11.62,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Cephalexin,3.7,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Chloramphenicol,3270,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.906389,30.954444,Chlortetracycline,36,ng/g,2019,58
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Ciprofloxacin,5.14,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Doxycycline,123.45,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Enrofloxacin,4.83,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.906389,30.954444,Erythromycin,0.6,ng/g,2019,58
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Erythromycin-H2O,4.99,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Lincomycin,1.98,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Norfloxacin,13.05,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Ofloxacin,13.52,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Oxytetracycline,29.38,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Penicillin V,5.21,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Roxithromycin,0.6649999999999999,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Sulfadiazine,7.66,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Sulfadimidine,775.1,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Sulfamethoxazole,2.1,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Sulfamonomethoxine,1.49,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Sulfathiazole,1.81,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.473701,31.230416,Tetracycline,9.8,ng/g,NA,166
sediment,Shanghai,Shanghai,NA,121.906389,30.954444,Trimethoprim,0.1,ng/g,2019,58
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Tylosin,0.62,ng/g,2017,45
sediment,Shanghai,Shanghai,NA,121.061758,31.028306,Vancomycin,0.44,ng/g,2017,45
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Chlortetracycline,4.13,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Doxycycline,3.51,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Oxytetracycline,3.47,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfadiazine,0.3,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfadimidine,0.55,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfamerazine,0.03,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfamethoxazole,0.11,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfapyridine,0.5,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfaquinoxaline,0.18,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Sulfathiazole,0.13,ng/g,2015,116
sediment,Shanghai,Shanghai Baoshan district Wusong Entrance,1,121.512,31.404,Tetracycline,0.2,ng/g,2015,116
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Chlortetracycline,3.8,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Ciprofloxacin,0.22,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Enrofloxacin,0.21,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Erythromycin,0.85,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Norfloxacin,0.48,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Oxytetracycline,1.8,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Roxithromycin,1.3,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Sulfadiazine,0.17,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Sulfadimidine,1.7,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Sulfamethoxazole,16,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Tetracycline,0.09,ng/g,2018,58
sediment,Shanghai,Shanghai Chongming district,NA,121.397417,31.623587,Trimethoprim,16,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Chlortetracycline,1.506,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Ciprofloxacin,2.528,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Enrofloxacin,10.504,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Erythromycin,1.0579999999999998,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Norfloxacin,0.341,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Oxytetracycline,0.8879999999999999,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Roxithromycin,1.064,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Sulfadiazine,0.12200000000000004,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Sulfadimidine,3.0460000000000003,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Sulfamethoxazole,6.332,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Tetracycline,0.5459999999999999,ng/g,2018,58
sediment,Shanghai,Shanghai East China Sea coast in Shanghai,NA,121.906389,30.954444,Trimethoprim,0.692,ng/g,2018,58
sediment,Shanghai,Shanghai Huangpu river,3,121.497289,31.248644,Chloramphenicol,4.79,ng/g,2010,185
sediment,Shanghai,Shanghai Huangpu river,3,121.497289,31.248644,Oxytetracycline,11.72,ng/g,2010,185
sediment,Shanghai,Shanghai Huangpu river,3,121.497289,31.248644,Sulfadiazine,17.77,ng/g,2010,185
sediment,Shanghai,Shanghai Huangpu river,3,121.497289,31.248644,Sulfadimidine,26.075,ng/g,2010,185
sediment,Shanghai,Shanghai Huangpu river,3,121.497289,31.248644,Tetracycline,21.75,ng/g,2010,185
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,1,120.921783,31.108233,Sulfadimidine,3.9,ng/g,2018,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,1,120.921783,31.108233,Sulfamethoxazole,2.35,ng/g,2018,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,11,120.921783,31.108233,Sulfadimethoxine,0.06,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,11,120.921783,31.108233,Sulfadimidine,12.55,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,11,120.921783,31.108233,Sulfamethoxazole,5.12,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,4,120.921783,31.108233,Sulfadimidine,7.43,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,4,120.921783,31.108233,Sulfamethoxazole,0.1,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,7,120.921783,31.108233,Sulfadimidine,8.97,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Jinze town Dianshan Lake,7,120.921783,31.108233,Sulfamethoxazole,6.8,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,1,120.994767,31.110933,Sulfadimidine,0.5,ng/g,2018,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,1,120.93385,31.1402,Sulfamethoxazole,0.26,ng/g,2018,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,11,120.910133,31.083283,Sulfadimidine,0.21,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,11,120.93385,31.1402,Sulfamethoxazole,2.45,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,4,120.973983,31.094183,Sulfadimidine,0.1,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,4,120.910133,31.083283,Sulfamethoxazole,0.18,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,7,120.93385,31.1402,Sulfadimidine,0.09,ng/g,2017,25
sediment,Shanghai,Shanghai Qingpu district Zhujiajiao town Dianshan Lake,7,120.93385,31.1402,Sulfamethoxazole,0.23,ng/g,2017,25
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Chloramphenicol,0.3,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Chlortetracycline,2.4,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Doxycycline,7,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Enrofloxacin,3.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Erythromycin,10.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Florfenicol,0.5,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Ofloxacin,4.1,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Oxytetracycline,6.9,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Roxithromycin,1.9,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfadiazine,0.4,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfadimidine,1.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfamerazine,0.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfamethoxazole,0.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfapyridine,1.7,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfaquinoxaline,0.4,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Sulfathiazole,0.2,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Tetracycline,3.5,ng/g,2012,204
sediment,Shanghai,Shanghai the Huangpu river,7,121.125,31,Thiamphenicol,0.4,ng/g,2012,204
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Chlortetracycline,2.685,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Ciprofloxacin,21.45,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Doxycycline,1.185,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Enrofloxacin,1.13,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Erythromycin,25.75,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Norfloxacin,34.65,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Ofloxacin,229.1,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Oxytetracycline,4.2175,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Roxithromycin,1.9575,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Sulfadimidine,2.42,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Sulfamethoxazole,0.565,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Sulfapyridine,1.64,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Sulfaquinoxaline,0.5005,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,1,121.522057,31.392691,Tetracycline,3.42,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Chlortetracycline,5.5,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Ciprofloxacin,6.71,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Doxycycline,7.3,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Erythromycin,9.0765,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Norfloxacin,13.235,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Ofloxacin,24.66,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Oxytetracycline,7.2625,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Roxithromycin,0.5855,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Sulfadimidine,0.559,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Sulfapyridine,2.19,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Sulfaquinoxaline,0.345,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,10,121.522057,31.392691,Tetracycline,3.075,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Chlortetracycline,6.059,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Ciprofloxacin,10.05,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Doxycycline,9.3,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Enrofloxacin,2.42,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Erythromycin,14.4915,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Norfloxacin,19.8,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Ofloxacin,103.15,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Oxytetracycline,7.226,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Roxithromycin,1.61,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfadiazine,0.2345,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfadimidine,0.65,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfamerazine,0.204,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfamethoxazole,0.258,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfapyridine,4.56,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Sulfaquinoxaline,0.0585,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,5,121.522057,31.392691,Tetracycline,1.08,ng/g,2012,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Chlortetracycline,2.15,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Ciprofloxacin,6.55,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Doxycycline,1.765,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Enrofloxacin,1.17,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Erythromycin,3.45,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Norfloxacin,10.4855,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Ofloxacin,30.815,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Oxytetracycline,1.6,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Roxithromycin,0.883,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Sulfadiazine,0.1225,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Sulfadimidine,0.77,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Sulfamethoxazole,0.515,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Sulfapyridine,2.015,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,7,121.522057,31.392691,Sulfaquinoxaline,0.3355,ng/g,2011,211
sediment,Shanghai,Shanghai the Yangtze Estuary,8,121.396499,31.623419,Sulfadiazine,0.05,ng/g,2016,28
sediment,Shanghai,Shanghai the Yangtze Estuary,8,121.396499,31.623419,Tetracycline,9.840000000000002,ng/g,2016,28
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Chlortetracycline,0.42,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Doxycycline,9.340000000000002,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Oxytetracycline,7.4,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfadiazine,0.12,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfadimidine,0.26,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfamerazine,0.05,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfamethoxazole,0.13,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfapyridine,0.09,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfaquinoxaline,0.04,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Sulfathiazole,0.03,ng/g,2013,164
sediment,Tianjin,Tianjin,3,117.200983,39.084158,Tetracycline,6.45,ng/g,2013,164
sediment,Tianjin,Tianjin Beichen district,12,117.334806,39.2525,Sulfamethizole,11.03,ng/g,2009,17
sediment,Tianjin,Tianjin Beichen district,12,117.334806,39.2525,Sulfamethoxazole,7.56,ng/g,2009,17
