sample_type,matrix,province,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.11,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.13,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.14,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.21,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.26,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.29,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfabenzamide,Sulfonamides,0.37,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfadiazine,Sulfonamides,0.19,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfadiazine,Sulfonamides,0.29,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfadiazine,Sulfonamides,0.44,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfadimidine,Sulfonamides,0.08,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfamethoxazole,Sulfonamides,0.08,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfamethoxazole,Sulfonamides,0.08999999999999998,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfamethoxazole,Sulfonamides,0.26,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfamethoxazole,Sulfonamides,0.38,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfamethoxazole,Sulfonamides,2.55,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfaphenazole,Sulfonamides,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfaphenazole,Sulfonamides,0.14,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfaquinoxaline,Sulfonamides,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfaquinoxaline,Sulfonamides,0.03,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfaquinoxaline,Sulfonamides,0.05,NA,ng/g,65
sediment,sediment,Shandong,2018,Sulfaquinoxaline,Sulfonamides,0.16,NA,ng/g,52
sediment,sediment,Shandong,2018,Sulfaquinoxaline,Sulfonamides,0.19,NA,ng/g,52
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,0,NA,ng/g,65
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,0.14,NA,ng/g,65
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,0.51,NA,ng/g,52
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,0.61,NA,ng/g,65
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,1.41,NA,ng/g,65
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,3.43,NA,ng/g,65
sediment,sediment,Shandong,2018,Tetracycline,Tetracyclines,7.429999999999999,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,0.07,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,0.08999999999999998,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,0.11,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,0.27,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,0.46,NA,ng/g,52
sediment,sediment,Shandong,2018,Trimethoprim,Diaminopyrimidines,6.58,NA,ng/g,52
sediment,sediment,Shandong,NA,Azithromycin,Macrolides,0.1,1,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Chlortetracycline,Tetracyclines,7.86,51.1,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Ciprofloxacin,Fluoroquinolones,10.08,50.23,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Ciprofloxacin,Fluoroquinolones,5300,68900,ng/g,130
sediment,sediment,Shandong,NA,Clarithromycin,Macrolides,0.13,0.98,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Enoxacin,Fluoroquinolones,0.13,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Enoxacin,Fluoroquinolones,2300,2600,ng/g,130
sediment,sediment,Shandong,NA,Enrofloxacin,Fluoroquinolones,6.43,62.37,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Flumequine,Fluoroquinolones,4900,18100,ng/g,130
sediment,sediment,Shandong,NA,Moxifloxacin,Fluoroquinolones,1800,3500,ng/g,130
sediment,sediment,Shandong,NA,Nalidixic Acid,Quinolones,1400,1400,ng/g,130
sediment,sediment,Shandong,NA,Norfloxacin,Fluoroquinolones,16.26,119.48,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Norfloxacin,Fluoroquinolones,7000,7000,ng/g,130
sediment,sediment,Shandong,NA,Ofloxacin,Fluoroquinolones,171.34,1827.18,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Ofloxacin,Fluoroquinolones,7600,16000,ng/g,130
sediment,sediment,Shandong,NA,Oxolinic Acid,Quinolones,4700,10100,ng/g,130
sediment,sediment,Shandong,NA,Oxytetracycline,Tetracyclines,4.62,20.67,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Pipemidic Acid,Quinolones,2900,10000,ng/g,130
sediment,sediment,Shandong,NA,Roxithromycin,Macrolides,0.76,1.88,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfachloropyridazine,Sulfonamides,0.07,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfadiazine,Sulfonamides,0.72,3.46,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfadoxine,Sulfonamides,0.26,0.44,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfamerazine,Sulfonamides,0,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfamethoxazole,Sulfonamides,0.74,4.48,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfaquinoxaline,Sulfonamides,0.02,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Tetracycline,Tetracyclines,0.3,NA,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shandong,NA,Trimethoprim,Diaminopyrimidines,0.4,1.96,ng/g dw,CAND_XIAOQING_2022
sediment,sediment,Shanghai,2010,Chloramphenicol,Phenicols,4.79,NA,ng/g,185
sediment,sediment,Shanghai,2010,Oxytetracycline,Tetracyclines,11.72,NA,ng/g,185
sediment,sediment,Shanghai,2010,Sulfadiazine,Sulfonamides,17.77,NA,ng/g,185
sediment,sediment,Shanghai,2010,Sulfadimidine,Sulfonamides,25.7,NA,ng/g,185
sediment,sediment,Shanghai,2010,Sulfadimidine,Sulfonamides,26.45,NA,ng/g,185
sediment,sediment,Shanghai,2010,Tetracycline,Tetracyclines,21.75,NA,ng/g,185
sediment,sediment,Shanghai,2011,Chloramphenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Chlortetracycline,Tetracyclines,2.15,4.3,ng/g,211
sediment,sediment,Shanghai,2011,Chlortetracycline,Tetracyclines,5.5,11,ng/g,211
sediment,sediment,Shanghai,2011,Ciprofloxacin,Fluoroquinolones,6.55,13.1,ng/g,211
sediment,sediment,Shanghai,2011,Ciprofloxacin,Fluoroquinolones,6.71,12.1,ng/g,211
sediment,sediment,Shanghai,2011,Doxycycline,Tetracyclines,1.765,3.53,ng/g,211
sediment,sediment,Shanghai,2011,Doxycycline,Tetracyclines,7.3,14.6,ng/g,211
sediment,sediment,Shanghai,2011,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Enrofloxacin,Fluoroquinolones,1.17,2.34,ng/g,211
sediment,sediment,Shanghai,2011,Erythromycin,Macrolides,3.45,5.84,ng/g,211
sediment,sediment,Shanghai,2011,Erythromycin,Macrolides,9.0765,17.5,ng/g,211
sediment,sediment,Shanghai,2011,Florfenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Norfloxacin,Fluoroquinolones,10.4855,20.2,ng/g,211
sediment,sediment,Shanghai,2011,Norfloxacin,Fluoroquinolones,13.235,25.6,ng/g,211
sediment,sediment,Shanghai,2011,Ofloxacin,Fluoroquinolones,24.66,48.1,ng/g,211
sediment,sediment,Shanghai,2011,Ofloxacin,Fluoroquinolones,30.815,61,ng/g,211
sediment,sediment,Shanghai,2011,Oxytetracycline,Tetracyclines,1.6,2.68,ng/g,211
sediment,sediment,Shanghai,2011,Oxytetracycline,Tetracyclines,7.2625,14,ng/g,211
sediment,sediment,Shanghai,2011,Roxithromycin,Macrolides,0.5855,0.966,ng/g,211
sediment,sediment,Shanghai,2011,Roxithromycin,Macrolides,0.883,1.59,ng/g,211
sediment,sediment,Shanghai,2011,Sulfadiazine,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Sulfadiazine,Sulfonamides,0.1225,0.2,ng/g,211
sediment,sediment,Shanghai,2011,Sulfadimidine,Sulfonamides,0.559,0.559,ng/g,211
sediment,sediment,Shanghai,2011,Sulfadimidine,Sulfonamides,0.77,1.54,ng/g,211
sediment,sediment,Shanghai,2011,Sulfamerazine,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Sulfamethoxazole,Sulfonamides,0.515,0.515,ng/g,211
sediment,sediment,Shanghai,2011,Sulfapyridine,Sulfonamides,2.015,3.71,ng/g,211
sediment,sediment,Shanghai,2011,Sulfapyridine,Sulfonamides,2.19,4.38,ng/g,211
sediment,sediment,Shanghai,2011,Sulfaquinoxaline,Sulfonamides,0.3355,0.469,ng/g,211
sediment,sediment,Shanghai,2011,Sulfaquinoxaline,Sulfonamides,0.345,0.608,ng/g,211
sediment,sediment,Shanghai,2011,Sulfathiazole,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Tetracycline,Tetracyclines,0,NA,ng/g,211
sediment,sediment,Shanghai,2011,Tetracycline,Tetracyclines,3.075,6.15,ng/g,211
sediment,sediment,Shanghai,2011,Thiamphenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Chloramphenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Chloramphenicol,Phenicols,0.3,0.7,ng/g,204
sediment,sediment,Shanghai,2012,Chlortetracycline,Tetracyclines,2.4,6.3,ng/g,204
sediment,sediment,Shanghai,2012,Chlortetracycline,Tetracyclines,2.685,5.37,ng/g,211
sediment,sediment,Shanghai,2012,Chlortetracycline,Tetracyclines,6.059,12,ng/g,211
sediment,sediment,Shanghai,2012,Ciprofloxacin,Fluoroquinolones,10.05,20.1,ng/g,211
sediment,sediment,Shanghai,2012,Ciprofloxacin,Fluoroquinolones,21.45,42.9,ng/g,211
sediment,sediment,Shanghai,2012,Doxycycline,Tetracyclines,1.185,2.37,ng/g,211
sediment,sediment,Shanghai,2012,Doxycycline,Tetracyclines,7,21.3,ng/g,204
sediment,sediment,Shanghai,2012,Doxycycline,Tetracyclines,9.3,18.6,ng/g,211
sediment,sediment,Shanghai,2012,Enrofloxacin,Fluoroquinolones,1.13,2.26,ng/g,211
sediment,sediment,Shanghai,2012,Enrofloxacin,Fluoroquinolones,2.42,4.84,ng/g,211
sediment,sediment,Shanghai,2012,Enrofloxacin,Fluoroquinolones,3.2,8.9,ng/g,204
sediment,sediment,Shanghai,2012,Erythromycin,Macrolides,10.2,24.6,ng/g,204
sediment,sediment,Shanghai,2012,Erythromycin,Macrolides,14.4915,28.5,ng/g,211
sediment,sediment,Shanghai,2012,Erythromycin,Macrolides,25.75,51.5,ng/g,211
sediment,sediment,Shanghai,2012,Florfenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Florfenicol,Phenicols,0.5,1.3,ng/g,204
sediment,sediment,Shanghai,2012,Norfloxacin,Fluoroquinolones,19.8,39.6,ng/g,211
sediment,sediment,Shanghai,2012,Norfloxacin,Fluoroquinolones,34.65,69.3,ng/g,211
sediment,sediment,Shanghai,2012,Ofloxacin,Fluoroquinolones,4.1,12.4,ng/g,204
sediment,sediment,Shanghai,2012,Ofloxacin,Fluoroquinolones,103.15,206.3,ng/g,211
sediment,sediment,Shanghai,2012,Ofloxacin,Fluoroquinolones,229.1,458.2,ng/g,211
sediment,sediment,Shanghai,2012,Oxytetracycline,Tetracyclines,4.2175,8.13,ng/g,211
sediment,sediment,Shanghai,2012,Oxytetracycline,Tetracyclines,6.9,18.6,ng/g,204
sediment,sediment,Shanghai,2012,Oxytetracycline,Tetracyclines,7.226,13.9,ng/g,211
sediment,sediment,Shanghai,2012,Roxithromycin,Macrolides,1.61,3.22,ng/g,211
sediment,sediment,Shanghai,2012,Roxithromycin,Macrolides,1.9,4.1,ng/g,204
sediment,sediment,Shanghai,2012,Roxithromycin,Macrolides,1.9575,3.61,ng/g,211
sediment,sediment,Shanghai,2012,Sulfadiazine,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Sulfadiazine,Sulfonamides,0.2345,0.469,ng/g,211
sediment,sediment,Shanghai,2012,Sulfadiazine,Sulfonamides,0.4,0.71,ng/g,204
sediment,sediment,Shanghai,2012,Sulfadimidine,Sulfonamides,0.65,1.3,ng/g,211
sediment,sediment,Shanghai,2012,Sulfadimidine,Sulfonamides,1.2,2.7,ng/g,204
sediment,sediment,Shanghai,2012,Sulfadimidine,Sulfonamides,2.42,4.84,ng/g,211
sediment,sediment,Shanghai,2012,Sulfamerazine,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Sulfamerazine,Sulfonamides,0.2,0.8,ng/g,204
sediment,sediment,Shanghai,2012,Sulfamerazine,Sulfonamides,0.204,0.408,ng/g,211
sediment,sediment,Shanghai,2012,Sulfamethoxazole,Sulfonamides,0.2,0.6,ng/g,204
sediment,sediment,Shanghai,2012,Sulfamethoxazole,Sulfonamides,0.258,0.516,ng/g,211
sediment,sediment,Shanghai,2012,Sulfamethoxazole,Sulfonamides,0.565,1.13,ng/g,211
sediment,sediment,Shanghai,2012,Sulfapyridine,Sulfonamides,1.64,3.28,ng/g,211
sediment,sediment,Shanghai,2012,Sulfapyridine,Sulfonamides,1.7,6.6,ng/g,204
sediment,sediment,Shanghai,2012,Sulfapyridine,Sulfonamides,4.56,9.12,ng/g,211
sediment,sediment,Shanghai,2012,Sulfaquinoxaline,Sulfonamides,0.0585,0.117,ng/g,211
sediment,sediment,Shanghai,2012,Sulfaquinoxaline,Sulfonamides,0.4,0.9,ng/g,204
sediment,sediment,Shanghai,2012,Sulfaquinoxaline,Sulfonamides,0.5005,0.959,ng/g,211
sediment,sediment,Shanghai,2012,Sulfathiazole,Sulfonamides,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Sulfathiazole,Sulfonamides,0.2,0.6,ng/g,204
sediment,sediment,Shanghai,2012,Tetracycline,Tetracyclines,1.08,2.16,ng/g,211
sediment,sediment,Shanghai,2012,Tetracycline,Tetracyclines,3.42,6.84,ng/g,211
sediment,sediment,Shanghai,2012,Tetracycline,Tetracyclines,3.5,21.7,ng/g,204
sediment,sediment,Shanghai,2012,Thiamphenicol,Phenicols,0,NA,ng/g,211
sediment,sediment,Shanghai,2012,Thiamphenicol,Phenicols,0.4,1.3,ng/g,204
sediment,sediment,Shanghai,2015,Chlortetracycline,Tetracyclines,4.13,25.33,ng/g,116
sediment,sediment,Shanghai,2015,Doxycycline,Tetracyclines,3.51,37.54,ng/g,116
sediment,sediment,Shanghai,2015,Oxytetracycline,Tetracyclines,3.47,20.47,ng/g,116
sediment,sediment,Shanghai,2015,Sulfadiazine,Sulfonamides,0.3,1.15,ng/g,116
sediment,sediment,Shanghai,2015,Sulfadimidine,Sulfonamides,0.55,2.32,ng/g,116
sediment,sediment,Shanghai,2015,Sulfamerazine,Sulfonamides,0.03,0.14,ng/g,116
sediment,sediment,Shanghai,2015,Sulfamethoxazole,Sulfonamides,0.11,0.24,ng/g,116
sediment,sediment,Shanghai,2015,Sulfapyridine,Sulfonamides,0.5,4.07,ng/g,116
sediment,sediment,Shanghai,2015,Sulfaquinoxaline,Sulfonamides,0.18,0.67,ng/g,116
sediment,sediment,Shanghai,2015,Sulfathiazole,Sulfonamides,0.13,0.46,ng/g,116
sediment,sediment,Shanghai,2015,Tetracycline,Tetracyclines,0.2,0.74,ng/g,116
sediment,sediment,Shanghai,2016,Sulfadiazine,Sulfonamides,0.05,NA,ng/g,28
sediment,sediment,Shanghai,2016,Tetracycline,Tetracyclines,9.840000000000002,NA,ng/g,28
sediment,sediment,Shanghai,2017,Amoxicillin,Beta-lactams,11.62,55.06,ng/g,45
sediment,sediment,Shanghai,2017,Cephalexin,Beta-lactams,3.7,38,ng/g,45
sediment,sediment,Shanghai,2017,Ciprofloxacin,Fluoroquinolones,37.3,239.5,ng/g,45
sediment,sediment,Shanghai,2017,Doxycycline,Tetracyclines,123.45,816.5,ng/g,45
sediment,sediment,Shanghai,2017,Enrofloxacin,Fluoroquinolones,3.72,44.85,ng/g,45
sediment,sediment,Shanghai,2017,Erythromycin-H2O,Macrolides,4.99,13.47,ng/g,45
sediment,sediment,Shanghai,2017,Lincomycin,Lincosamides,1.98,29.5,ng/g,45
sediment,sediment,Shanghai,2017,Norfloxacin,Fluoroquinolones,25.5,121,ng/g,45
sediment,sediment,Shanghai,2017,Ofloxacin,Fluoroquinolones,13.52,144.5,ng/g,45
sediment,sediment,Shanghai,2017,Oxytetracycline,Tetracyclines,29.38,253.5,ng/g,45
sediment,sediment,Shanghai,2017,Penicillin V,Beta-lactams,5.21,57.5,ng/g,45
sediment,sediment,Shanghai,2017,Roxithromycin,Macrolides,1.13,7.03,ng/g,45
sediment,sediment,Shanghai,2017,Sulfadiazine,Sulfonamides,7.66,100.52,ng/g,45
sediment,sediment,Shanghai,2017,Sulfadimethoxine,Sulfonamides,0.06,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.02,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.03,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.04,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.05,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.06,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.08,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.08999999999999998,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.1,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.16,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.17,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.2,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.21,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.22,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.31,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.68,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,0.95,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,2.2,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,3.26,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,7.429999999999999,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,8.97,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfadimidine,Sulfonamides,12.55,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.05,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.07,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.1,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.13,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.16,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.18,3.19,ng/g,45
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.18,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.19,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.2,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.21,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.23,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.27,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.33,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.36,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,0.39,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,1.28,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,1.35,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,1.65,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,1.8,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,2.45,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,4.87,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,5.12,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,5.6,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,6.37,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamethoxazole,Sulfonamides,6.8,NA,ng/g,25
sediment,sediment,Shanghai,2017,Sulfamonomethoxine,Sulfonamides,1.49,12.1,ng/g,45
sediment,sediment,Shanghai,2017,Sulfathiazole,Sulfonamides,1.81,33.69,ng/g,45
sediment,sediment,Shanghai,2017,Tetracycline,Tetracyclines,9.8,40.35,ng/g,45
sediment,sediment,Shanghai,2017,Tylosin,Macrolides,0.62,1.89,ng/g,45
sediment,sediment,Shanghai,2017,Vancomycin,Other,0.44,2.97,ng/g,45
sediment,sediment,Shanghai,2018,Amoxicillin,Beta-lactams,0,NA,ng/g,60
sediment,sediment,Shanghai,2018,Amoxicillin,Beta-lactams,0.23,1.63,ng/g,60
sediment,sediment,Shanghai,2018,Chlortetracycline,Tetracyclines,0.56,3.39,ng/g,60
sediment,sediment,Shanghai,2018,Chlortetracycline,Tetracyclines,1.506,NA,ng/g,58
sediment,sediment,Shanghai,2018,Chlortetracycline,Tetracyclines,1.66,8.25,ng/g,60
sediment,sediment,Shanghai,2018,Chlortetracycline,Tetracyclines,3.8,NA,ng/g,58
sediment,sediment,Shanghai,2018,Ciprofloxacin,Fluoroquinolones,0.22,NA,ng/g,58
sediment,sediment,Shanghai,2018,Ciprofloxacin,Fluoroquinolones,2.528,NA,ng/g,58
sediment,sediment,Shanghai,2018,Ciprofloxacin,Fluoroquinolones,14.14,75.03,ng/g,60
sediment,sediment,Shanghai,2018,Ciprofloxacin,Fluoroquinolones,41.4,147.56,ng/g,60
sediment,sediment,Shanghai,2018,Doxycycline,Tetracyclines,1.44,2.25,ng/g,60
sediment,sediment,Shanghai,2018,Doxycycline,Tetracyclines,3.56,21.6,ng/g,60
sediment,sediment,Shanghai,2018,Enrofloxacin,Fluoroquinolones,0.21,NA,ng/g,58
sediment,sediment,Shanghai,2018,Enrofloxacin,Fluoroquinolones,10.504,NA,ng/g,58
sediment,sediment,Shanghai,2018,Enrofloxacin,Fluoroquinolones,126.28,502.98,ng/g,60
sediment,sediment,Shanghai,2018,Enrofloxacin,Fluoroquinolones,576.88,1279.7,ng/g,60
sediment,sediment,Shanghai,2018,Erythromycin,Macrolides,0.85,NA,ng/g,58
sediment,sediment,Shanghai,2018,Erythromycin,Macrolides,1.0579999999999998,NA,ng/g,58
sediment,sediment,Shanghai,2018,Furazolidone,Other,0,0,ng/g,60
sediment,sediment,Shanghai,2018,Furazolidone,Other,0,NA,ng/g,60
sediment,sediment,Shanghai,2018,Norfloxacin,Fluoroquinolones,0.341,NA,ng/g,58
sediment,sediment,Shanghai,2018,Norfloxacin,Fluoroquinolones,0.48,NA,ng/g,58
sediment,sediment,Shanghai,2018,Norfloxacin,Fluoroquinolones,1.42,9.93,ng/g,60
sediment,sediment,Shanghai,2018,Norfloxacin,Fluoroquinolones,12.6,42.94,ng/g,60
sediment,sediment,Shanghai,2018,Olaquindox,Other,0,NA,ng/g,60
sediment,sediment,Shanghai,2018,Olaquindox,Other,0.63,2.35,ng/g,60
sediment,sediment,Shanghai,2018,Oxytetracycline,Tetracyclines,0.8879999999999999,NA,ng/g,58
sediment,sediment,Shanghai,2018,Oxytetracycline,Tetracyclines,1.28,8.529999999999998,ng/g,60
sediment,sediment,Shanghai,2018,Oxytetracycline,Tetracyclines,1.8,NA,ng/g,58
sediment,sediment,Shanghai,2018,Oxytetracycline,Tetracyclines,5.71,32.51,ng/g,60
sediment,sediment,Shanghai,2018,Roxithromycin,Macrolides,1.064,NA,ng/g,58
sediment,sediment,Shanghai,2018,Roxithromycin,Macrolides,1.3,NA,ng/g,58
sediment,sediment,Shanghai,2018,Sulfadiazine,Sulfonamides,0.12200000000000004,NA,ng/g,58
sediment,sediment,Shanghai,2018,Sulfadiazine,Sulfonamides,0.17,NA,ng/g,58
sediment,sediment,Shanghai,2018,Sulfadiazine,Sulfonamides,1.21,8.16,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadiazine,Sulfonamides,2.69,16.38,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadimethoxine,Sulfonamides,0.6,2.16,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadimethoxine,Sulfonamides,1.23,5.75,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0,NA,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.04,0.14,ng/g,60
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.06,NA,ng/g,25
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.08,NA,ng/g,25
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.37,NA,ng/g,25
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.5,NA,ng/g,25
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.67,NA,ng/g,25
sediment,sediment,Shanghai,2018,Sulfadimidine,Sulfonamides,0.8,NA,ng/g,25
