sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
municipal sludge,Shandong,Shandong,Ofloxacin,fluoroquinolones,3150,8800.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Oxytetracycline,tetracyclines,387.8,5115.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Roxithromycin,macrolides,13.4,110,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfadiazine,sulfonamides,3.4,12,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfadimethoxine,sulfonamides,4.9,12.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfamerazine,sulfonamides,15.3,68.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfamethazine,sulfonamides,0.8,122.7,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfamethoxazole,sulfonamides,4.2,16.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Sulfathiazole,sulfonamides,7.1,12.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Tetracycline,tetracyclines,57.4,1038.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shandong,Shandong,Trimethoprim,sulfonamides,18,31.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Azithromycin,macrolides,749,6027.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Chlortetracycline,tetracyclines,8.5,276.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Ciprofloxacin,fluoroquinolones,83.3,1376.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Clarithromycin,macrolides,5.3,49.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Doxycycline,tetracyclines,13.6,112.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Enrofloxacin,fluoroquinolones,6.6,69.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Erythromycin-H2O,macrolides,6.2,43.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Lomefloxacin,fluoroquinolones,75.3,316.1,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Norfloxacin,fluoroquinolones,2003.7,3677.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Ofloxacin,fluoroquinolones,3150,8800.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Oxytetracycline,tetracyclines,387.8,5115.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Roxithromycin,macrolides,13.4,110,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfadiazine,sulfonamides,3.4,12,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfadimethoxine,sulfonamides,4.9,12.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfamerazine,sulfonamides,15.3,68.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfamethazine,sulfonamides,0.8,122.7,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,4.2,16.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Sulfathiazole,sulfonamides,7.1,12.8,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Tetracycline,tetracyclines,57.4,1038.4,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanghai,Shanghai,Trimethoprim,sulfonamides,18,31.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Azithromycin,macrolides,749,6027.2,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Chlortetracycline,tetracyclines,8.5,276.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Ciprofloxacin,fluoroquinolones,83.3,1376.9,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Clarithromycin,macrolides,5.3,49.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Doxycycline,tetracyclines,13.6,112.6,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
municipal sludge,Shanxi,Shanxi,Enrofloxacin,fluoroquinolones,6.6,69.5,g/kg dw,2015,spring,"Ben, W. et al. Occurrence, removal and risk of organic micropollutants in wastewater treatment plants across China: Comparison of wastewater treatment processes. Water Research 130, 38-46, doi:10.1016/j.watres.2017.11.057 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),121,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://doi.org/10.1016/j.watres.2017.11.057
